23,22,
24,22,#
23,21,
24,21,#
24,23,#
23,24,
24,24,#
23,25,
23,26,
23,27,
23,28,#
22,27,
22,28,#
21,27,
21,28,
21,29,
22,29,
23,29,
23,30,
24,30,#
23,31,
24,31,
22,31,
21,31,
21,32,
21,33,
20,33,
20,32,#
19,33,
18,33,
21,30,#
22,30,#
22,26,#
23,20,
22,20,#
22,21,#
24,20,#
23,19,
24,19,#
22,19,#
23,18,
22,18,#
23,17,
22,17,#
23,16,
23,15,
22,15,#
23,14,#
22,16,#
24,15,
24,16,#
25,15,
24,17,#
24,18,#
25,14,#
24,14,#
26,15,#
25,16,
26,16,#
25,17,
25,18,
25,19,
25,20,
25,21,
26,21,
26,20,#
26,19,#
26,18,#
26,17,#
27,21,
27,22,#
26,22,#
25,22,#
27,20,
27,19,
28,19,
28,20,#
28,21,#
28,18,#
29,19,
30,19,
27,18,#
30,18,#
29,18,#
30,20,#
31,19,
29,20,#
31,18,#
32,19,#
31,20,
31,21,
32,20,#
32,21,
30,21,#
31,22,#
32,22,#
33,21,
33,22,#
34,21,#
33,20,
34,20,#
33,19,
33,18,
34,18,#
33,17,
32,18,#
34,19,#
32,17,#
33,16,
32,16,#
33,15,
33,14,#
32,15,#
34,15,
34,14,#
35,15,
34,16,#
34,17,#
35,14,
35,16,#
36,15,#
35,13,
36,13,
36,14,#
35,12,#
34,13,#
37,13,
37,12,#
36,12,#
38,13,
39,13,
39,12,#
38,12,#
40,13,#
39,14,
40,14,#
38,14,#
37,14,#
39,15,
39,16,#
38,15,
37,15,
38,16,#
40,15,#
37,16,
36,16,#
37,17,
36,17,
35,17,
35,18,
36,18,#
38,17,#
37,18,#
35,19,
36,19,#
35,20,
36,20,#
35,21,
36,21,#
35,22,
36,22,#
35,23,
34,22,#
34,23,#
36,23,
36,24,#
35,24,#
37,23,
37,22,#
38,23,#
37,24,
38,24,#
37,25,
38,25,#
36,25,
37,26,#
36,26,#
35,25,
35,26,
34,26,#
34,25,#
35,27,
34,27,#
35,28,#
36,27,
37,27,
37,28,#
36,28,#
38,27,
38,26,#
39,27,
39,26,#
40,27,
40,26,#
41,27,
41,26,#
42,27,
42,26,#
43,27,
43,26,
44,26,#
43,25,
43,28,
43,29,
42,28,#
41,28,#
40,28,#
38,28,#
39,28,#
44,28,#
44,27,#
44,29,#
43,30,#
42,29,
42,30,#
41,29,
41,30,#
40,29,
40,30,#
39,29,
39,30,
38,30,#
39,31,
38,31,#
38,29,#
39,32,#
40,31,
40,32,#
41,31,
41,32,
42,32,#
41,33,
42,31,#
42,33,#
40,33,
39,33,
38,33,
38,32,#
37,33,
37,32,
37,31,
37,30,
36,30,#
37,29,
36,29,
35,29,
34,29,#
35,30,
34,30,#
35,31,
34,31,#
36,31,#
35,32,
34,32,#
36,32,#
35,33,
34,33,
36,33,#
37,34,#
39,34,#
38,34,#
40,34,#
41,34,#
35,34,#
33,33,
33,32,
32,32,#
33,31,
33,30,
33,29,
33,28,
33,27,
33,26,
34,28,#
32,28,#
32,27,#
32,26,#
33,25,
33,24,
32,24,#
33,23,
32,25,#
34,24,#
32,23,
31,23,
31,24,#
30,23,
30,24,#
29,23,
29,24,
28,24,#
29,25,
28,25,#
29,22,
29,21,
28,22,#
30,22,#
28,23,#
30,25,#
29,26,
30,26,#
29,27,
30,27,
31,27,
31,26,
31,25,
28,26,#
28,27,
27,27,
27,26,
27,25,
27,24,
26,24,#
27,23,
26,23,
25,23,
32,33,#
33,34,
32,34,#
33,35,
34,35,#
32,35,
31,35,
31,34,#
30,35,
30,34,#
29,35,
29,34,
28,34,#
29,33,
30,33,
31,33,
28,35,
27,35,
26,35,
25,35,
25,36,
24,36,#
26,36,#
27,36,#
28,36,#
29,36,#
30,36,#
32,36,#
33,36,#
31,36,#
25,37,
24,37,#
26,37,
27,37,
25,38,#
26,38,#
27,38,#
28,37,
28,38,#
29,37,
29,38,
30,38,#
29,39,
30,37,#
28,39,
30,39,#
29,40,#
28,40,#
27,39,
27,40,
26,40,#
27,41,
26,41,#
27,42,#
26,39,#
28,41,
28,42,#
29,41,
29,42,#
30,41,
31,41,
31,42,#
32,41,
33,41,
31,40,#
30,40,#
32,42,#
30,42,#
32,40,#
34,41,
34,40,#
33,40,#
33,42,#
35,41,
35,42,#
36,41,
34,42,#
36,40,#
35,40,#
36,42,#
37,41,
38,41,#
37,42,#
37,40,
38,40,#
37,39,
36,39,
35,39,
35,38,
34,39,#
34,38,#
35,37,
34,37,
34,36,#
33,37,
33,38,#
32,37,
32,38,#
31,37,
31,38,
31,39,
32,39,
33,39,
35,36,
35,35,
36,38,#
37,38,#
38,39,#
36,37,#
36,36,#
36,35,
36,34,#
37,35,
37,36,#
38,35,
38,36,#
39,35,
39,36,#
40,35,
40,36,#
41,35,
41,36,#
42,35,
42,34,#
43,35,
43,34,
43,33,
44,33,#
43,32,
44,32,#
43,31,
44,31,#
44,34,#
44,35,#
43,36,
43,37,
42,36,#
44,36,#
44,37,#
42,37,#
43,38,
42,38,#
43,39,
42,39,#
43,40,
42,40,#
43,41,
44,38,#
44,39,#
44,40,#
44,41,#
42,41,
41,41,
41,40,
41,39,
41,38,
41,42,#
42,42,#
43,42,#
40,41,#
40,40,#
40,39,#
40,38,#
41,37,
40,37,
39,37,
38,37,
38,38,#
39,38,
37,37,
39,39,
39,40,
39,41,
39,42,
40,42,#
38,42,#
39,43,
40,43,
41,43,
41,44,#
40,44,#
38,43,
37,43,
37,44,#
38,44,#
39,44,#
42,43,
43,43,
43,44,#
44,43,#
42,44,#
36,43,
36,44,#
35,43,
35,44,#
34,43,
34,44,#
33,43,
33,44,#
32,43,
31,43,
31,44,#
30,43,
29,43,
29,44,#
28,43,
30,44,#
32,44,#
28,44,#
27,43,
27,44,#
26,43,
25,43,
25,44,#
24,43,
24,44,#
23,43,
23,44,#
22,43,#
26,44,#
26,42,#
25,42,#
24,42,#
23,42,
22,42,#
23,41,
22,41,#
23,40,#
24,41,
24,40,#
25,41,
25,40,
25,39,
24,39,
24,38,#
23,39,
23,38,
22,38,#
23,37,
22,37,
21,37,
21,38,#
20,37,
20,38,#
19,37,
19,38,#
18,37,
17,37,
17,38,
16,38,#
17,39,
16,39,
16,40,#
15,39,
15,40,#
22,39,#
18,38,#
16,37,#
18,39,#
17,40,#
14,39,#
15,38,
15,37,
14,37,
14,38,#
14,36,#
13,37,
12,37,#
13,36,#
13,38,
12,38,#
13,39,
12,39,#
13,40,
12,40,#
14,40,#
13,41,
12,41,#
13,42,#
14,41,
14,42,#
15,41,
15,42,#
16,41,
17,41,
17,42,#
16,42,#
18,41,
18,40,#
19,41,
19,40,
19,39,
20,39,
21,39,
21,40,
22,40,#
20,40,#
21,41,
20,41,#
19,42,#
18,42,#
21,42,
20,42,#
21,43,
20,43,
21,44,#
19,43,
19,44,#
18,43,
20,44,#
18,44,#
17,43,
16,43,
15,43,
15,44,#
14,43,
17,44,#
16,44,#
14,44,#
13,43,
12,43,
12,44,#
11,43,
11,44,#
10,43,#
12,42,#
13,44,#
11,42,
10,42,#
11,41,
10,41,#
11,40,
11,39,
10,39,#
11,38,
10,38,#
10,40,#
11,37,
11,36,#
10,37,
10,36,#
9,37,
9,36,#
8,37,#
9,38,
8,38,#
9,39,
8,39,#
9,40,
9,41,
8,41,
8,42,#
7,41,
7,40,#
8,40,#
7,42,#
9,42,#
6,41,
6,42,#
5,41,
5,42,
4,42,#
5,40,
5,39,
5,38,#
6,40,#
6,39,
7,39,
4,39,#
4,40,#
4,41,#
5,43,
5,44,#
6,43,
7,43,
8,43,
8,44,#
7,44,#
9,43,
9,44,#
6,44,#
4,43,#
6,38,#
7,38,
7,37,
7,36,
7,35,
6,36,#
6,37,#
8,36,#
6,35,#
8,35,#
7,34,
6,34,#
8,34,#
7,33,
6,33,#
7,32,#
8,33,
8,32,#
9,33,
9,32,
10,32,#
9,31,
10,31,
10,33,#
9,34,#
11,31,
11,32,
11,33,
12,33,
12,32,#
11,34,#
12,34,#
13,33,
13,34,
13,35,
12,35,
12,36,#
11,35,
10,35,
9,35,
10,34,#
11,30,
10,30,#
11,29,
10,29,
9,29,
9,30,#
8,31,
8,30,#
7,31,
6,31,
5,31,
4,31,#
5,32,
4,32,#
6,32,#
5,33,
4,33,#
5,34,
4,34,#
5,35,
4,35,#
5,36,
4,36,#
5,37,o
4,37,#
34,34,#
25,25,
26,28,#
43,24,
44,25,#
44,24,#
42,24,#
42,25,#
43,23,
42,23,
42,22,#
41,23,
40,23,#
41,22,#
44,23,#
43,22,#
41,24,
40,24,#
41,25,
40,25,
39,25,
39,24,
39,23,
39,22,
38,22,#
39,21,
40,21,
40,22,#
38,21,#
39,20,#
40,20,#
41,21,
41,20,
42,20,#
42,21,#
41,19,
40,19,
40,18,#
39,19,
39,18,
38,18,#
39,17,
40,17,
40,16,#
38,19,
38,20,#
37,19,
37,20,
37,21,
42,19,#
41,18,#
41,17,
42,17,
42,18,#
43,17,
44,17,#
41,16,#
42,16,#
43,16,
43,18,
44,18,#
43,19,
44,19,#
43,20,
44,20,#
43,21,
44,21,#
44,16,#
43,15,
44,15,#
43,14,#
42,15,
42,14,#
41,15,
41,14,
41,13,
42,13,
42,12,#
43,13,
44,13,#
43,12,
43,11,
42,11,
41,12,#
44,11,#
44,12,#
42,10,#
43,10,#
41,11,
40,11,#
41,10,
40,10,#
41,9,
42,9,#
41,8,#
40,9,
40,8,#
39,9,
39,8,#
38,9,#
39,10,
38,10,#
39,11,
38,11,
37,11,
37,10,#
36,11,
36,10,#
35,11,
35,10,
34,10,#
35,9,
34,11,#
34,9,
36,9,#
35,8,#
34,8,#
33,9,
33,8,#
32,9,#
33,10,
32,10,#
33,11,
32,11,
32,12,#
31,11,
31,10,
31,12,#
33,12,#
30,10,#
31,9,
30,9,
30,11,#
31,8,#
30,8,#
29,9,
28,9,#
29,10,
29,8,#
28,10,#
29,11,
28,11,
27,11,
27,12,#
28,12,#
29,12,#
26,11,
25,11,
25,12,
25,10,#
26,10,#
27,10,#
24,11,#
25,13,
24,13,
23,13,
23,12,#
24,12,#
26,12,#
26,13,
27,13,
28,13,#
27,14,
28,14,#
27,15,
28,15,
28,16,#
29,15,
29,16,#
27,16,#
30,15,
31,15,
31,16,
31,17,
30,17,
29,17,
28,17,
27,17,
30,16,#
31,14,
31,13,
32,13,
33,13,
30,13,
30,12,#
30,14,#
29,13,
29,14,#
32,14,#
22,13,
22,14,#
21,13,
21,12,#
22,12,#
26,14,#
21,14,#
20,13,
20,14,#
19,13,
19,14,#
18,13,
18,14,#
17,13,
16,13,
15,13,
15,14,
15,15,
15,12,#
18,12,#
20,12,#
19,12,#
16,12,#
17,12,#
14,13,#
14,14,#
14,15,#
16,14,#
16,15,
17,15,
17,14,#
17,16,
18,16,#
18,15,#
15,16,#
16,16,#
17,17,
17,18,#
16,17,#
18,17,
19,17,
19,18,
19,19,
19,16,#
20,17,#
20,18,#
20,19,#
19,20,
19,21,
20,21,
21,21,
21,20,
21,19,
21,18,
21,17,
21,16,
21,15,
20,15,
19,15,
20,16,#
20,20,#
20,22,#
18,21,
18,20,#
17,21,
18,19,#
16,21,#
17,20,
17,19,
16,19,
16,20,#
16,18,#
15,19,
14,19,#
15,18,#
15,20,
14,20,#
15,21,
14,21,
13,21,
13,20,
12,20,#
12,21,#
13,19,
12,19,
13,18,#
12,18,#
11,19,
10,19,#
11,18,#
11,20,
10,20,#
11,21,
10,21,
9,21,
9,20,
8,20,#
9,19,
8,19,
8,18,#
9,18,#
7,19,
7,18,
6,18,#
6,19,#
7,17,
8,17,#
6,17,#
7,16,
7,15,
6,15,
6,16,#
8,15,#
7,14,#
8,16,#
6,14,#
5,15,
4,15,#
5,14,
4,14,#
5,13,
5,16,
5,12,
4,12,#
4,13,#
6,13,#
6,12,#
5,11,
6,11,
7,11,
7,12,
7,13,
8,13,
9,13,
9,12,#
8,12,#
8,11,#
7,10,#
6,10,#
5,10,#
4,11,#
10,13,
10,12,#
11,13,
12,13,#
11,12,
12,12,#
11,11,
11,10,
11,14,#
10,14,#
9,14,#
8,14,#
10,11,#
10,10,#
11,9,
10,9,#
11,8,#
12,9,
12,8,#
13,9,
14,9,#
13,8,
14,8,#
13,7,
14,7,#
13,10,#
12,10,#
12,11,#
12,7,
12,6,#
11,7,
11,6,
10,6,#
11,5,
11,4,#
10,5,
9,5,
9,4,#
8,5,#
10,4,#
9,6,
12,5,
12,4,#
13,5,
14,5,
14,4,#
13,4,#
13,6,#
9,7,
10,7,#
9,8,#
8,7,
8,8,#
7,7,
6,7,
6,8,#
5,7,
5,8,
4,8,#
7,6,#
8,6,#
6,6,#
4,7,#
5,6,
4,6,#
5,5,
5,4,#
4,5,#
6,5,
6,4,#
7,5,
7,4,#
7,8,#
5,9,
4,9,#
6,9,
7,9,
8,9,
9,9,
9,10,
9,11,
8,10,#
15,5,
15,4,#
16,5,#
15,6,
16,6,#
15,7,
16,7,#
15,8,
16,8,#
15,9,
16,9,
17,9,
17,10,#
17,8,
16,10,#
15,10,#
18,9,#
18,8,#
17,7,
18,7,#
17,6,
18,6,#
17,5,
18,5,
18,4,#
19,5,
19,4,#
20,5,#
17,4,#
19,6,
20,6,#
19,7,
19,8,#
20,7,
20,8,#
21,7,
21,8,#
22,7,#
21,6,
22,6,#
21,5,
22,5,
22,4,#
23,5,
23,4,#
24,5,#
21,4,#
23,6,
24,6,#
23,7,
23,8,
24,8,#
23,9,
24,9,
25,9,
24,7,#
22,8,#
22,9,#
23,10,
22,10,#
23,11,
22,11,
21,11,
20,11,
19,11,
19,10,
19,9,
20,9,
20,10,#
21,10,#
18,11,
18,10,#
17,11,
16,11,
15,11,
14,11,
14,10,#
13,11,
14,12,#
13,12,
13,13,
13,14,
13,15,
12,15,#
13,16,
12,16,#
13,17,
12,17,
11,17,
14,16,#
14,17,
14,18,#
11,16,#
10,17,
10,16,#
9,17,
9,16,
9,15,
10,15,
11,15,
12,14,#
26,9,#
25,8,
25,7,
25,6,#
26,7,
27,7,
28,7,
28,6,#
29,7,
29,6,
29,5,
29,4,#
28,5,
28,4,#
27,5,
26,5,
25,5,
26,6,#
27,6,#
27,4,#
25,4,#
26,4,#
30,5,
30,4,#
31,5,
31,4,#
32,5,
32,4,#
33,5,
34,5,#
33,4,#
33,6,
34,6,#
33,7,
34,7,
35,7,
32,7,
31,7,
30,7,#
31,6,#
32,6,#
30,6,#
26,8,#
27,8,
28,8,#
27,9,
36,7,#
35,6,
36,6,#
35,5,
35,4,#
36,5,
36,4,#
37,5,
37,4,#
38,5,#
37,6,
38,6,#
37,7,
37,8,
38,8,#
37,9,
38,7,
39,7,
39,6,#
40,7,
40,6,#
41,7,
41,6,
42,6,#
41,5,
42,5,
42,4,#
43,5,
43,6,
41,4,#
40,5,
40,4,#
39,5,
39,4,#
44,5,#
43,4,#
42,7,#
44,6,#
43,7,
44,7,#
43,8,
44,8,#
43,9,
44,9,#
42,8,#
10,18,#
15,17,
24,10,#
32,8,#
36,8,#
4,16,#
5,17,
4,17,#
5,18,
4,18,#
5,19,
4,19,#
